Date,ID,Source,Content,Username,Location,Verified,Likes,Retweets,Place
2023-02-02 15:49:37+00:00,1.62E+18,Twitter for iPhone,"_🇺🇸 11 64GB | Factory Unlocked | Few Scratches on Screen | *N200,000*_ #Nigerian #Nigerians #TinubuInOsun #MCOluomo #FirstBank #OliviaandThabang #NoFuel #Ikorodu #AccesBank #Osibanjo #Alabi #AbujaTwitterCommunity https://t.co/oz2aseXlvp",Stallionglobal2,"Lagos, Nigeria",FALSE,0,0,
2023-02-02 15:43:03+00:00,1.62E+18,Twitter Web App,#centralbankofnigeria #popefrancis #nofuel #marathon #DonBosco https://t.co/xSGSO35z5c,CchsOmole,,FALSE,0,0,
2023-02-02 15:37:55+00:00,1.62E+18,Twitter for Android,"Wishing you all a fresh start, new beginnings, and endless possibilities in this brand new month! 🎉🎊 #happynewmonth #february #valentine #explorepage #instadaily
#gwarinpa #nofuel #Abuja https://t.co/UBQD2dII1H",KenaKleen,Abuja|Lagos,FALSE,0,1,
2023-02-02 15:32:25+00:00,1.62E+18,Twitter for Android,"Weddings this Saturday people won't spray money like before. 
Money is scarce.

#Naira #nofuel #Vikings #CoDMobile #MONEY",Starboys2001,,FALSE,0,0,
2023-02-02 15:32:03+00:00,1.62E+18,Twitter for iPhone,"I honestly just feel there’s a cold chaos brewing . Because what in the name of suffering is this.
#nocash 
#nofuel 
#nofood",talkativeolive,,FALSE,0,0,
2023-02-02 15:27:42+00:00,1.62E+18,Twitter Web App,"We develop our software with maximum security, ensure it is highly flexible and adaptable to your school model.
#NoFuel #Vikings #Dropped https://t.co/MWI6UzCgch",zoomplusd1,"Justice idiris street, Abuja, ",FALSE,4,0,
2023-02-02 15:15:41+00:00,1.62E+18,Twitter for Android,"This govt is showing us serious shege banza
#Nofuel
#QueueInTheBank
#NoNewCurrency
#POSAttendantRippingClients",Natochez,Dreamland ,FALSE,0,0,
2023-02-02 14:47:12+00:00,1.62E+18,Twitter for Android,"Three examples of a beautiful lady in Nigeria
1. My wife
2. Pos attendant
3. Bank teller

You Mary k, and ur assets has nothing compared to these set of ladies now in this country

#POS #NairaRedesign #NigeriaDecides2023 #petrolprice #ATMs #nofuel",st_elvis,,FALSE,0,0,
2023-02-02 14:41:23+00:00,1.62E+18,Twitter for Android,"POS AGENTs
Bank Workers
Fuel pump Attendants 
#McOluomo #NoFuel #Mushin #ObiDattiInZamfara #MrPresident
#Osogbo #Kuda #Violence #Ikorodu #JonSnow #ATMs #Jungle #Meffy #Remove #Emefiele https://t.co/mVKTVOIJVA",ImoMorickz,"Uyo, Nigeria",FALSE,4,0,
2023-02-02 14:37:18+00:00,1.62E+18,Twitter for Android,"Omo *10000000000
#nofuel",MaamshiMaamshi1,"Lagos, Nigeria",FALSE,0,0,
2023-02-02 14:27:40+00:00,1.62E+18,Twitter for Android,"Filling stations no gree make we pay through POS o..... 
If you no hold cash, you no dey buy fuel... Because them dey sell the cash to POS operators @yabaleftonline @instablog9ja
@DailyPostNGR @WazobiaPh941 #NoFuel
#Emefiele #NewNairaNotes",OgbujiAli,,FALSE,0,0,
2023-02-02 14:18:13+00:00,1.62E+18,Twitter Web App,"Nigeria facing fuel shortage crisis yet again, long lines at petrol stations and frustration growing among citizens. Time for a sustainable solution to end this recurring issue. #NoFuel #NigeriaFuelCrisis",bibitope101,,FALSE,0,1,
2023-02-02 14:04:08+00:00,1.62E+18,Twitter for Android,"Y'all didn't say Abuja was this fine.

#Abuja #Nofuel",dBee_creatives,"Port Harcourt, Nigeria",FALSE,0,0,
2023-02-02 14:01:24+00:00,1.62E+18,Twitter for Android,"As you step into the month of February, may happiness , love, and joy stay with you.
Happy New Month.❤️
 #love #february #newmonth #realestate #happynewmonth #Japa #Tsatsii #Nofuel  #YemiCregx #BolaTinubu #GenZ #ATMs #SupremeCourt #realestatemarket https://t.co/9zqyehyOAw",Behold_Homes,"Lekki, Nigeria",FALSE,1,0,
2023-02-02 13:59:10+00:00,1.62E+18,Twitter for Android,"This is the worse time to be a Nigerian in Nigeria...God suppose give us bonus in heaven

#nofuel #Emefiele #petergregoryobi #Cbn",Irisber54255696,,FALSE,1,0,
2023-02-02 13:57:03+00:00,1.62E+18,Twitter for Android,"Vawulence here and there,
If you laugh any how for street now you fit collect woto woto.
Nothing is funny, everybody jus wear frown face.
#nocash
#networkisbad
#transferisnotgoing
#nofuel
#blackmarketeverywhere",chickensolabisi,"Lagos, Nigeria",FALSE,3,1,"Place(id='01a2d3e42a909c72', fullName='Sangotedo, Nigeria', name='Sangotedo', type='city', country='Nigeria', countryCode='NG')"
2023-02-02 13:31:52+00:00,1.62E+18,Twitter Web App,"There is no how we won't go back to barter trade since cash is not in circulation and bank apps are failing 😫
Neighbors should start trading yams for rice, beans for vegetable, eggs for pepper and so on.
#NoCash #NoFuel #SayNoToAPC",seuntabby,Nigeria  🇳🇬,FALSE,0,1,
2023-02-02 13:25:39+00:00,1.62E+18,Twitter for iPhone,"As a Nigerian, you need extraordinary Effort to get ordinary results! We don’t deserve a life this hard! #nofuel #fuelscarcity #NigeriaDecides2023",9stargirl1,"Lagos, Nigeria",FALSE,0,1,
2023-02-02 13:20:54+00:00,1.62E+18,Twitter for Android,"Aboki don start again 😂😂😂😂😂
Click below for full clip
https://t.co/ywpUehMKpu

#Vikings #nofuel #GenZ #WakandaForever #ebubuisnotsmall #GalaxyS23 https://t.co/j2wj09jHml",Galaxytvcomedy,Nigeria,FALSE,0,0,
2023-02-02 13:19:50+00:00,1.62E+18,Twitter for Android,"What is the probability of this ?

#NairaRedesign 
#Nofuel 
#PVC 
#ObidientMovement https://t.co/0DK8TejVwB",D_ORIGINZ,Nigeria,FALSE,0,0,
2023-02-02 13:19:14+00:00,1.62E+18,Twitter for Android,"I just got this from chicken Republic today , na potato pie them send me
#mcoluomo #nofuel #NewNairaNotes @Gistloversblog1 @lindaikeji @PulseNigeria247 https://t.co/qIq4DYpwXu",sunny_maxx1,https://www.twine.net/Bosperky,FALSE,0,0,
2023-02-02 13:08:48+00:00,1.62E+18,Twitter for Android,"E choke in enugu today. Trekking from new artisan to new heaven junction because of holdup.

#nofuel
#nairaredesign 
#nocash https://t.co/eIY77qrKjH",onya_rosemary,"Enugu, Nigeria",FALSE,0,0,
2023-02-02 13:05:43+00:00,1.62E+18,Twitter Web App,"https://t.co/QEDU3yY1tt
What Luxury should be; Chandelier lights and fittings from verified Importers/Sellers @ moderate prices.
For Individuals with class &amp; style. True definition of Luxury for your homes/offices.
#buyonline #trendingnow #justsaleonline #Nofuel #NewNairaNotes",justsaleonline,"Lekki, Lagos",FALSE,0,0,
2023-02-02 12:28:12+00:00,1.62E+18,Twitter for iPhone,"_Open box HP 830 G6 8th gen 16gb//512gbssd core i5 Convertible..290,000_ #mcoluomo #ebubuisnotsmall #bolatinubu #stanbic #kuda #osogbo #olibang #nairaredesign #ikorodu #oautwitter #OliviaOkoro #yemicregx #federalrepublicofnigeria #sultanofsokoto #nofuel https://t.co/ZTPm8mUrjv",Stallionglobal2,"Lagos, Nigeria",FALSE,1,0,
2023-02-02 12:20:58+00:00,1.62E+18,Twitter for iPhone,@RealChiefPriest I need money I’m ready to do anything please help me I’m tired of suffering like this @davido @OfficialE_Money @MBuhari @cenbank  #nofuel #nofood #nogirl sun cor hot . Sucide rate will increase if something is not done,davidb7538,,FALSE,0,0,
2023-02-02 10:22:25+00:00,1.62E+18,Twitter for Android,"If you see way to leave this country, please do without looking back

No water
No light
No fuel
No good road
No network
Trailer killing people
People begging to withdraw their own money 

Who did we offend in Nigeria??

#nofuel
#2023Elections
#PeterObi4President2023 
#Labourpart",MaryOdili5,,FALSE,0,0,
2023-02-02 08:56:19+00:00,1.62E+18,Twitter for Android,#NoFuel and we are too stupid to talk about it #StrikeDay,CrestXenon,Lagos,FALSE,0,0,
2023-02-02 08:02:21+00:00,1.62E+18,Twitter for iPhone,"@NLCHeadquarters Seems you guys don’t care about what the masses are going through anymore!! Is this hardship not enough for a strike action 
#Nofuel #NoCash #HighPrices of Stuffs 

Una no try at all",seymaster1,"Ibadan, Nigeria",FALSE,0,0,
2023-02-02 07:26:30+00:00,1.62E+18,Twitter for iPhone,Nigeria 🇳🇬 no be country get that into your head #nigeria #INEC #Badgovernment #Nocash #Nofuel #Nolight everything for this country na nonsense,streetbwoygang,My Own World ❤️,FALSE,2,0,
2023-02-02 07:00:01+00:00,1.62E+18,Twitter for Android,"#Nofuel, #Nolight, 
#nocash. #countdowntoelection 
Don't choose wisely anymore. Na you go still see shege. https://t.co/kKW05kOWC4",classic_jennie,"Abuja, Nigeria",FALSE,3,0,
